raw_time,name,text,time,time_difference,actual_time,debate
41:28,Don Lemon,"Thank you, Senator.",0 days 00:41:28.000000000,0 days 00:00:00.000000000,0 days 00:41:28.000000000,second_2
41:28,Kamala Harris,These children have not committed crimes and should be not treated like criminals.,0 days 00:41:28.000000000,0 days 00:00:04.000000000,0 days 00:41:28.000000000,second_2
41:32,Don Lemon,"Thank you, Senator Harris. Senator Bennet, what’s your response?",0 days 00:41:32.000000000,0 days 00:00:06.000000000,0 days 00:41:32.000000000,second_2
41:38,Michael Bennet,I think this is one in the end that we agree with. There’s not a single person on this stage who if we were president would ever separate a child from their parents at the border.,0 days 00:41:38.000000000,0 days 00:00:14.000000000,0 days 00:41:38.000000000,second_2
41:52,Michael Bennet,"That is what this administration has done in the American people’s name. They have turned our border into a symbol of nativist hostility. The symbol of this country before Donald Trump was president was the Statue of Liberty. That should be the symbol of the United States of America, not Donald Trump’s terrible [crosstalk 00:42:12].",0 days 00:41:52.000000000,0 days 00:00:19.000000000,0 days 00:41:52.000000000,second_2
42:11,Don Lemon,"Thank you, Senator Bennet. Senator Gillibrand, I’m going to bring you in, what’s your response?",0 days 00:42:11.000000000,0 days 00:00:03.000000000,0 days 00:42:11.000000000,second_2
42:14,Kirsten Gillibrand,"So, I think when you talk about whether this should be a crime, you have to remember who we’re talking about. When I was at the Texas border, I visited with women who had fled violence. A woman from El Salvador, owned a small business, gangs came to her and said, “If you don’t give us all your money, we’re going to kill your family.” That’s why she fled.",0 days 00:42:14.000000000,0 days 00:00:18.000000000,0 days 00:42:14.000000000,second_2
42:32,Kirsten Gillibrand,"Another woman was raped, that’s why she fled. So this is who we’re talking about, and they’re not criminals. So I believe that we should have a civil violation. No president before President Trump enforced the law in the way he has enforced it, because he’s using it as the crutch to lock up women and children, to separate mothers and babies, to put them behind bars. So I don’t think we should have a law on the books that could be so misused. It should be a civil violation, and we should make sure that we treat people humanely.",0 days 00:42:32.000000000,0 days 00:00:33.000000000,0 days 00:42:32.000000000,second_2
43:05,Don Lemon,"Thank you, Senator. Vice President Biden, in the first two years of the Obama administration, nearly 800 thousand immigrants were deported, far more than during President Trump’s first two years. Would the higher deportation rates resume if you are president?",0 days 00:43:05.000000000,0 days 00:00:14.000000000,0 days 00:43:05.000000000,second_2
43:19,Joe Biden,"Absolutely not, number one. Number two, everything landed on the President’s desk but locusts. I found that Julian, excuse me, the secretary, we sat together in many meetings. I never heard him talk about any of this when he was the secretary.",0 days 00:43:19.000000000,0 days 00:00:14.000000000,0 days 00:43:19.000000000,second_2
43:33,Crowd,Three million deportations! Three million deportations!,0 days 00:43:33.000000000,0 days 00:00:05.000000000,0 days 00:43:33.000000000,second_2
43:38,Don Lemon,Please be respectful. Please be respectful in the crowd.,0 days 00:43:38.000000000,0 days 00:00:04.000000000,0 days 00:43:38.000000000,second_2
43:42,Crowd,Three million deportations!,0 days 00:43:42.000000000,0 days 00:00:01.000000000,0 days 00:43:42.000000000,second_2
43:43,Don Lemon,"Please continue, Mr. Vice President.",0 days 00:43:43.000000000,0 days 00:00:01.000000000,0 days 00:43:43.000000000,second_2
43:44,Crowd,Three million deportations! Three million deportations! Three million deportations!,0 days 00:43:44.000000000,0 days 00:00:05.000000000,0 days 00:43:44.000000000,second_2
43:49,Joe Biden,"The fact is… I don’t know if you can hear, I can hear, but I don’t know.",0 days 00:43:49.000000000,0 days 00:00:07.000000000,0 days 00:43:49.000000000,second_2
43:56,Don Lemon,"We can hear fine, Mr. Vice President. Please continue if you will.",0 days 00:43:56.000000000,0 days 00:00:02.000000000,0 days 00:43:56.000000000,second_2
43:58,Joe Biden,"The fact is, what the senator from New York talked about is seeking asylum. The women she spoke to are entitled to asylum. That is not crossing the border illegally. What we should do is flood the zone to make sure we have people to make those decisions quickly.",0 days 00:43:58.000000000,0 days 00:00:18.000000000,0 days 00:43:58.000000000,second_2
44:16,Joe Biden,"With regard to the Secretary’s point. I already proposed and passed 750 million dollars for Guatemala, El Salvador and Honduras to be able to change the circumstance, why people fled in the first place. In addition to that, we’re in a circumstance where if in fact you say you can just cross the border, what do you say to all those people around the world who in fact want the same thing, to come to the United States and make their case? And if they don’t, that they have to wait in line.",0 days 00:44:16.000000000,0 days 00:00:30.000000000,0 days 00:44:16.000000000,second_2
44:46,Joe Biden,"The fact of the matter is, you should be able to, if you cross the border illegally you should be able to be sent back, it’s a crime. It’s a crime, and it’s not one that in fact-",0 days 00:44:46.000000000,0 days 00:00:11.000000000,0 days 00:44:46.000000000,second_2
44:57,Don Lemon,"Thank you, Mr. Vice President. Secretary Castro, please your response.",0 days 00:44:57.000000000,0 days 00:00:03.000000000,0 days 00:44:57.000000000,second_2
45:00,Julian Castro,"Yeah, uh, first of all Mr. Vice President, it looks like one of us has learned the lessons of the past and one of us hasn’t. Let me begin by telling you-",0 days 00:45:00.000000000,0 days 00:00:11.000000000,0 days 00:45:00.000000000,second_2
45:11,Julian Castro,"Let me just start out by answering that question. My immigration plan would also fix the broken legal immigration system, because we do have a problem with that. Secondly, the only way that we’re going to guarantee that these kinds of family separations don’t happen in the future is that we need to repeal this law. There’s still going to be consequences if somebody crosses the border. It’s a civil action.",0 days 00:45:11.000000000,0 days 00:00:22.000000000,0 days 00:45:11.000000000,second_2
45:33,Julian Castro,"Also, we have 654 miles of fencing. We have thousands of personnel at the border. We have planes, we have boats.",0 days 00:45:33.000000000,0 days 00:00:08.000000000,0 days 00:45:33.000000000,second_2
45:41,Don Lemon,Secretary-,0 days 00:45:41.000000000,0 days 00:00:00.000000000,0 days 00:45:41.000000000,second_2
45:41,Julian Castro,"We have helicopters, we have security cameras.",0 days 00:45:41.000000000,0 days 00:00:02.000000000,0 days 00:45:41.000000000,second_2
45:43,Don Lemon,"Secretary Castro, thank you.",0 days 00:45:43.000000000,0 days 00:00:01.000000000,0 days 00:45:43.000000000,second_2
45:44,Julian Castro,What we need are politicians-,0 days 00:45:44.000000000,0 days 00:00:01.000000000,0 days 00:45:44.000000000,second_2
45:45,Don Lemon,Your time is up.,0 days 00:45:45.000000000,0 days 00:00:01.000000000,0 days 00:45:45.000000000,second_2
45:46,Julian Castro,that actually have some guts. on this issue.,0 days 00:45:46.000000000,0 days 00:00:01.000000000,0 days 00:45:46.000000000,second_2
45:47,Don Lemon,"Thank you, Secretary. Mr. Vice President, please your response.",0 days 00:45:47.000000000,0 days 00:00:05.000000000,0 days 00:45:47.000000000,second_2
45:52,Joe Biden,"I have guts enough to say his plan doesn’t make sense. Here’s the deal. The fact of the matter is that in fact when people cross the border illegally, it is illegal to do it unless they’re seeking asylum. People should have to get in line, that’s the problem. And the only reason this particular part of the law is being abused is because of Donald Trump. We should defeat Donald Trump and end this practice.",0 days 00:45:52.000000000,0 days 00:00:26.000000000,0 days 00:45:52.000000000,second_2
46:18,Don Lemon,"Thank you. Congresswoman Gabbard, what’s your response?",0 days 00:46:18.000000000,0 days 00:00:04.000000000,0 days 00:46:18.000000000,second_2
46:22,Tulsi Gabbard,"Our hearts break when we see those children at these detention facilities who’ve been separated from their parents. When we see human beings crowded into cages in abhorrent, inhumane conditions.",0 days 00:46:22.000000000,0 days 00:00:14.000000000,0 days 00:46:22.000000000,second_2
46:36,Tulsi Gabbard,"This is about leadership, and understanding that we can and should have both secure borders as well as humane immigration policies. We will have to stop separating children from their parents. Make it so it’s easier for people to seek asylum in this country, make sure that we are securing our borders and making it so that people are able to use our legal immigration system by reforming those laws.",0 days 00:46:36.000000000,0 days 00:00:23.000000000,0 days 00:46:36.000000000,second_2
46:59,Don Lemon,"Mr. Yang, your response.",0 days 00:46:59.000000000,0 days 00:00:02.000000000,0 days 00:46:59.000000000,second_2
47:01,Andrew Yang,I’m the son of immigrants myself. My father immigrated here as a graduate student and generated over 65 US patents for GE and IBM. I think that’s a pretty good deal for the United States. That’s the immigration story we need to be telling. We can’t always be focusing on some of the distress stories.,0 days 00:47:01.000000000,0 days 00:00:18.000000000,0 days 00:47:01.000000000,second_2
47:19,Andrew Yang,"And if you go to a factory here in Michigan, you will not find wall to wall immigrants. You will find wall to wall robots and machines. Immigrants are being scapegoated for issues they have nothing to do with in our economy.",0 days 00:47:19.000000000,0 days 00:00:10.000000000,0 days 00:47:19.000000000,second_2
47:29,Don Lemon,"Thank you, Mr. Yang. Senator Booker, you have a plan that would, “Virtually eliminate immigration detention.” Does that mean that the roughly 55 thousand migrants currently in detention would be released into the United States?",0 days 00:47:29.000000000,0 days 00:00:14.000000000,0 days 00:47:29.000000000,second_2
47:43,Cory Booker,"Well first of all, I just want to say again tonight we are playing into Republican hands, who have a very different view and they’re trying to divide us against each other. I’m listening to the language of my colleagues. No, Mr. Vice President, we are not going to just let people cross the border.",0 days 00:47:43.000000000,0 days 00:00:17.000000000,0 days 00:47:43.000000000,second_2
48:00,Cory Booker,"And unlawful crossing is an unlawful crossing if you do it in the civil courts, or if you do it through the criminal courts. But the criminal courts is what is giving Donald Trump the ability to truly violate the human rights of people coming to our country, who no one surrenders their human rights.",0 days 00:48:00.000000000,0 days 00:00:17.000000000,0 days 00:48:00.000000000,second_2
48:17,Cory Booker,"And so doing it through the civil courts means that you won’t need these awful detention facilities, that I’ve been to, seeing children sleeping on pavement, people being put in cages, nursing mothers, small children. This is not necessary. We have seen, using the civil system, piloted programs that have 100% compliance with the civil courts, where people are evaluated. If they have no justifiable reason to be here, they are returned.",0 days 00:48:17.000000000,0 days 00:00:30.000000000,0 days 00:48:17.000000000,second_2
48:47,Cory Booker,"If they are, like the people I met in Juarez who were survivors of sexual assault, who we wouldn’t even let come and present for asylum. We are butchering our values, and making ourselves less safe.",0 days 00:48:47.000000000,0 days 00:00:12.000000000,0 days 00:48:47.000000000,second_2
48:59,Don Lemon,"Senator Booker, thank you very much. Mr. Vice President, your response.",0 days 00:48:59.000000000,0 days 00:00:03.000000000,0 days 00:48:59.000000000,second_2
49:02,Joe Biden,"I agree with the Senator. The asylum process is a real process and this president is ruining it, it has nothing to do with that section of the law. That’s what he’s doing, number one.",0 days 00:49:02.000000000,0 days 00:00:09.000000000,0 days 00:49:02.000000000,second_2
49:11,Joe Biden,"Number two, we should in fact, and we have proposed and we tried to get past our administration, proposed significantly increasing the number of legal immigrants who are able to come. This country can tolerate a heck of a lot more people, and the reason we’re the country we are is we’ve been able to cherry pick from the best of every culture. Immigrants built this country, that’s why we’re so special. It took courage, it took resilience, it took absolute confidence for them to come. And we should be encouraging people.",0 days 00:49:11.000000000,0 days 00:00:26.000000000,0 days 00:49:11.000000000,second_2
49:37,Don Lemon,Thank you.,0 days 00:49:37.000000000,0 days 00:00:00.000000000,0 days 00:49:37.000000000,second_2
49:37,Joe Biden,"By the way, anybody who crosses the stage with a PhD, you should get a green card for seven years. We should keep them here.",0 days 00:49:37.000000000,0 days 00:00:07.000000000,0 days 00:49:37.000000000,second_2
49:44,Don Lemon,"Thank you. Thank you very much, Mr. Vice President. Governor Inslee, what’s your response?",0 days 00:49:44.000000000,0 days 00:00:05.000000000,0 days 00:49:44.000000000,second_2
49:49,Jay Inslee,"I think we’re missing two central statements we need to make. Number one, we can no longer allow a white nationalist to be in the White House, number one.",0 days 00:49:49.000000000,0 days 00:00:07.000000000,0 days 00:49:49.000000000,second_2
49:56,Jay Inslee,"Number two… Number two, we have to make America what it’s always been, a place of refuge. We’ve got to boos the number of people we except. I’m proud of being the first governor saying, “Send us your Syrian refugees.” I’m proud to have been the first governor to stand up against Donald Trump’s Muslim ban. I’m proud to have sued him 21 times and beat him 21 times in a row, I’m ready for November 2020.",0 days 00:49:56.000000000,0 days 00:00:30.000000000,0 days 00:49:56.000000000,second_2
50:26,Don Lemon,"Go ahead, Mayor de Blasio, please your response.",0 days 00:50:26.000000000,0 days 00:00:02.000000000,0 days 00:50:26.000000000,second_2
50:28,Bill de Blasio,"Two points. One, it’s all kind of a charade because there’s 11 million people here, and everyone in theory has broken the law, but they’re part of our communities now, they’re part of our economy, they’re our neighbors. Why are we even discussing on one level whether it’s a civil penalty or a criminal penalty, when it’s an American reality and what we need is comprehensive immigration reform once and for all to fix it.",0 days 00:50:28.000000000,0 days 00:00:23.000000000,0 days 00:50:28.000000000,second_2
50:51,Bill de Blasio,"Second, Vice President Biden, I didn’t hear your response when the issues came up of all those deportations. You were Vice President of the United States, I didn’t hear whether you tried to stop them or not using your power, your influence in the White House. Did you think it was a good idea, or did you think it was something that needed to be stopped?",0 days 00:50:51.000000000,0 days 00:00:16.000000000,0 days 00:50:51.000000000,second_2
51:07,Joe Biden,"The President came along, and he’s the guy that came up with the idea, first time ever, of dealing with the Dreamers. He put that in the law. He talked about a comprehensive plan which he lay before the congress saying that we should find a pathway to citizenship for people. He said we should up the number of people that we’re able to bring into this country.",0 days 00:51:07.000000000,0 days 00:00:21.000000000,0 days 00:51:07.000000000,second_2
51:28,Joe Biden,"Lastly, he also pointed out that we should go to the source of the problem and fix it, where people were leaving in the first place. To compare him to Donald Trump I think is absolutely bizarre.",0 days 00:51:28.000000000,0 days 00:00:12.000000000,0 days 00:51:28.000000000,second_2
51:40,Don Lemon,"Thank you very much, Mr. Vice President. Congresswoman Gabbard, you are a cosponsor of the College For All Act, which would make public colleges and universities free for all Americans.",0 days 00:51:40.000000000,0 days 00:00:10.000000000,0 days 00:51:40.000000000,second_2
51:50,Don Lemon,"One of the authors of that plan, Senator Sanders believes college should be tuition free for undocumented immigrants as well. Do you?",0 days 00:51:50.000000000,0 days 00:00:08.000000000,0 days 00:51:50.000000000,second_2
51:58,Tulsi Gabbard,"I don’t. I think it’s important for us to fix our legal immigration system and look at the millions of undocumented immigrants in this country who have been suffering as they’ve been living in the shadows, and instead of putting a bandaid on this problem, fix our legal immigration system to provide them with that pathway to legal residency or citizenship so that they are no longer treated as second class citizens in this country.",0 days 00:51:58.000000000,0 days 00:00:24.000000000,0 days 00:51:58.000000000,second_2
52:22,Tulsi Gabbard,"We’ve got to look at the challenge that people all across this country are facing under crushing student debt. This is something that is impacting my generation in a huge way, and I believe that it is our generation that has the bold, creative solutions to be able to solve it. This is about promise for our future and we’ve got to make those kinds of investments.",0 days 00:52:22.000000000,0 days 00:00:21.000000000,0 days 00:52:22.000000000,second_2
52:43,Don Lemon,"Thank you, Congresswoman. Mayor de Blasio, what’s your response?",0 days 00:52:43.000000000,0 days 00:00:03.000000000,0 days 00:52:43.000000000,second_2
52:46,Bill de Blasio,"Yeah, I agree with the Congress member, but I don’t hear an answer from the Vice President, I’m confused. I asked the Vice President point blank, did he use his power to stop those deportations? He went right around the question. Mr. Vice President, you want to be President of the United States, you need to be able to answer the tough questions. I guarantee you if you’re debating Donald Trump, he’s not going to let you off the hook.",0 days 00:52:46.000000000,0 days 00:00:21.000000000,0 days 00:52:46.000000000,second_2
53:07,Bill de Blasio,"So did you say those deportations were a good idea? Or did you go to the President and say, “This is a mistake, we shouldn’t do it.” Which one?",0 days 00:53:07.000000000,0 days 00:00:07.000000000,0 days 00:53:07.000000000,second_2
53:14,Joe Biden,"I was Vice President, I am not the President. I keep my recommendations to him in private. Unlike you, I expect you would go ahead and say whatever was said privately with him. That’s not what I do.",0 days 00:53:14.000000000,0 days 00:00:12.000000000,0 days 00:53:14.000000000,second_2
53:26,Joe Biden,"What I do say to you is, he moved to fundamentally change the system. That’s what he did. That’s what he did, but much more has to be done. Much more has to be done.",0 days 00:53:26.000000000,0 days 00:00:10.000000000,0 days 00:53:26.000000000,second_2
53:36,Bill de Blasio,I still don’t hear an answer.,0 days 00:53:36.000000000,0 days 00:00:01.000000000,0 days 00:53:36.000000000,second_2
53:37,Don Lemon,"Senator Booker, please respond.",0 days 00:53:37.000000000,0 days 00:00:01.000000000,0 days 00:53:37.000000000,second_2
53:38,Cory Booker,"Well, a couple things. First of all, Mr. Vice President, you can’t have it both ways. You invoke President Obama more than anybody in this campaign. You can’t do it when it’s convenient and then dodge it when it’s not.",0 days 00:53:38.000000000,0 days 00:00:10.000000000,0 days 00:53:38.000000000,second_2
53:48,Cory Booker,"And the second thing, and this really irks me, because I heard the Vice President say that if you’ve got a PhD, you can come right into this country. Well that’s playing into what the Republicans want, to pit some immigrants against other immigrants. Some are from shit hole countries, and some are from worthy countries.",0 days 00:53:48.000000000,0 days 00:00:16.000000000,0 days 00:53:48.000000000,second_2
54:04,Cory Booker,"We need to reform this whole immigration system and begin to be the country that says everyone has worth and dignity, and this should be a country that honors for everyone. Don’t let the Republicans divide this party against itself.",0 days 00:54:04.000000000,0 days 00:00:13.000000000,0 days 00:54:04.000000000,second_2
54:17,Don Lemon,"Senator, thank you. Mr. Vice President, your response.",0 days 00:54:17.000000000,0 days 00:00:02.000000000,0 days 00:54:17.000000000,second_2
54:19,Joe Biden,"The fact is that’s what I said about this country. We are a country of immigrants, all of us. All of us. Some here came against their will, others came because they in fact thought they could fundamentally change their lives. And they did. The [inaudible 00:54:33] that’s what we’re talking about. That’s what made us great. And the fact of the matter is, I think the President of the United States, Barack Obama went out of his way to try to change the system and he got pushed back significantly.",0 days 00:54:19.000000000,0 days 00:00:28.000000000,0 days 00:54:19.000000000,second_2
54:47,Don Lemon,"Senator Gillibrand, what’s your response?",0 days 00:54:47.000000000,0 days 00:00:07.000000000,0 days 00:54:47.000000000,second_2
54:54,Kirsten Gillibrand,"Again, President Trump, under his administration, seven children died in his custody. Under his administration families have been torn apart. This party is talking about real ideas for the future. We’re talking about what we will do to change America. But we must not forget about our values.",0 days 00:54:54.000000000,0 days 00:00:20.000000000,0 days 00:54:54.000000000,second_2
55:14,Kirsten Gillibrand,"We used to believe in this country you should treat others the way you want to be treated. We used to believe in this country we should care about the least among us. Let’s remind the American people who we are, why we are Democrats and why we’re running for president ..",0 days 00:55:14.000000000,0 days 00:00:13.000000000,0 days 00:55:14.000000000,second_2
55:27,Don Lemon,"Senator Gillibrand, thank you very much. The debate will be right back, right after this short break.",0 days 00:55:27.000000000,0 days 00:00:00.000000000,0 days 00:55:27.000000000,second_2
00:01,Jake Tapper,"Welcome back to the CNN Democratic Presidential Debate. We are live from Detroit. I want to turn now to criminal justice. Mr. Vice President, Senator Booker called your new criminal justice reform plan “an inadequate solution to what is a raging crisis in our country.” Why is Senator Booker wrong?",0 days 00:00:01.000000000,0 days 00:00:20.000000000,0 days 00:55:27.000000000,second_2
00:21,Joe Biden,"Well, I don’t … I think he is wrong. I think we should work together. He has a similar plan. I think that we should change the way we look at prisons. Right now, we’re in a situation where when someone is convicted of a drug crime, they end up going to jail and to prison. They should be going to rehabilitation. They shouldn’t be going to prison.",0 days 00:00:21.000000000,0 days 00:00:18.000000000,0 days 00:55:47.000000000,second_2
00:39,Joe Biden,"When in prison, they should be learning to read and write and not just sit in there and learn how to be better criminals. And when they get out of prison, they should be in a situation where they have access to everything they would’ve had before, including Pell grants for education, including making sure that they’re able to have housing, public housing, including they have all the opportunities that were available them because we want them to become better citizens. That’s the essence of what my plan in detail lays out.",0 days 00:00:39.000000000,0 days 00:00:24.000000000,0 days 00:56:05.000000000,second_2
01:03,Joe Biden,"I’m happy to discuss it more in detail if the senator want to, and so I looked at it … Anyway. That’s what I think my plan … I know what my plan does, and I think it’s not dissimilar to what the senator said we should be working together on getting things done. It’s a-",0 days 00:01:03.000000000,0 days 00:00:14.000000000,0 days 00:56:29.000000000,second_2
01:17,Jake Tapper,"Senator, your response?",0 days 00:01:17.000000000,0 days 00:00:01.000000000,0 days 00:56:43.000000000,second_2
01:18,Cory Booker,"Well, my response is that this is a crisis in our country because we have treated issues of race and poverty, mental health and addiction, with locking people up and not lifting them up. And Mr. Vice President has said that since the 1970s, every major crime bill, every crime bill, major and minor, has had his name on it. And so those are your words, not mine. And this is one of those instances where the house was set on fire, and you claimed responsibility for those laws. And you can’t just now come out with a plan to put out that fire.",0 days 00:01:18.000000000,0 days 00:00:40.000000000,0 days 00:56:44.000000000,second_2
01:58,Cory Booker,"We have got to have far more bold action on criminal justice reform, like having-",0 days 00:01:58.000000000,0 days 00:00:06.000000000,0 days 00:57:24.000000000,second_2
02:04,Jake Tapper,"Thank you, Senator.",0 days 00:02:04.000000000,0 days 00:00:00.000000000,0 days 00:57:30.000000000,second_2
02:04,Cory Booker,"true marijuana justice, which means that-",0 days 00:02:04.000000000,0 days 00:00:03.000000000,0 days 00:57:30.000000000,second_2
02:07,Jake Tapper,"Thank you, Senator Booker.",0 days 00:02:07.000000000,0 days 00:00:00.000000000,0 days 00:57:33.000000000,second_2
02:07,Cory Booker,we legalize it on a federal level-,0 days 00:02:07.000000000,0 days 00:00:02.000000000,0 days 00:57:33.000000000,second_2
02:09,Jake Tapper,"Thank you, Senator Booker.",0 days 00:02:09.000000000,0 days 00:00:00.000000000,0 days 00:57:35.000000000,second_2
02:09,Cory Booker,and reinvest the profits in communities-,0 days 00:02:09.000000000,0 days 00:00:02.000000000,0 days 00:57:35.000000000,second_2
02:11,Jake Tapper,"Thank you, Senator Booker.",0 days 00:02:11.000000000,0 days 00:00:01.000000000,0 days 00:57:37.000000000,second_2
02:12,Cory Booker,that have been disproportionately targeted by marijuana enforcement.,0 days 00:02:12.000000000,0 days 00:00:03.000000000,0 days 00:57:38.000000000,second_2
02:15,Jake Tapper,"Vice President Biden, Vice President Biden, I want to give you a chance to respond.",0 days 00:02:15.000000000,0 days 00:00:02.000000000,0 days 00:57:41.000000000,second_2
02:17,Joe Biden,"The fact is that the bills that the President, that … Excuse me. The future President here. That the senator is talking about are bills that were passed years ago, and they were passed overwhelmingly.",0 days 00:02:17.000000000,0 days 00:00:11.000000000,0 days 00:57:43.000000000,second_2
02:28,Joe Biden,"Since 2007, I, for example, tried to get the crack powder cocaine totally … disparity, totally eliminated. In 2007, you became mayor, and you had a police department that was … You went out, and you hired Rudy Giuliani’s guy. You engaged in stop and frisk. You had 75% of those stops reviewed as illegal. You found yourself in this situation with three times as many African-American kids were caught in that chain and caught up. The Justice Department came after you for saying you were engaging in behavior that was inappropriate, and then in fact, and nothing happened, the entire time you were mayor.",0 days 00:02:28.000000000,0 days 00:00:37.000000000,0 days 00:57:54.000000000,second_2
03:05,Jake Tapper,"Thank you. Senator Booker, you want to respond?",0 days 00:03:05.000000000,0 days 00:00:02.000000000,0 days 00:58:31.000000000,second_2
03:07,Cory Booker,"Well, first of all, I’m grateful that he endorsed my presidency already, but I’ll tell you this. It’s no secret that I inherited a criminal … a police department with massive problems and decades-long challenges. But the head of the ACLU has already said, the head of the New Jersey ACLU, that I put forth national standards setting accountability. Mr. Vice President-",0 days 00:03:07.000000000,0 days 00:00:21.000000000,0 days 00:58:33.000000000,second_2
03:28,Joe Biden,At that point?,0 days 00:03:28.000000000,0 days 00:00:00.000000000,0 days 00:58:54.000000000,second_2
03:28,Cory Booker,"Mr. Vice President, I didn’t interrupt you.",0 days 00:03:28.000000000,0 days 00:00:02.000000000,0 days 00:58:54.000000000,second_2
03:30,Joe Biden,crosstalk 00:03: 30].,0 days 00:03:30.000000000,0 days 00:00:00.000000000,0 days 00:58:56.000000000,second_2
03:30,Cory Booker,"Please show me that respect, sir. We have a system right now that’s broken, and if you want to compare records, and frankly, I’m shocked that you do, I am happy to do that because all the problems that he is talking about that he created, I actually led the bill that got passed into law that reverses the damage that your bills that you are frankly to correct you, Mr. Vice President, you are bragging, calling it the Biden crime bill up until 2015.",0 days 00:03:30.000000000,0 days 00:00:27.000000000,0 days 00:58:56.000000000,second_2
03:57,Jake Tapper,"Thank you, Senator. Vice President Biden?",0 days 00:03:57.000000000,0 days 00:00:03.000000000,0 days 00:59:23.000000000,second_2
04:00,Joe Biden,"Number one. The bill he talks about is a bill that, in my … our administration, we passed. We passed that bill that you added onto. That’s the bill, in fact, you passed. And the fact of the matter is secondly, there was nothing done for the entire eight years he was mayor. There was nothing done to deal with the police department that was trouble. Why did you announce in the first day a zero tolerance policy of stop and frisk and hire Rudy Giuliani’s guy in 2007 when I was trying to get rid of the crack cocaine [crosstalk 00:04:30]?",0 days 00:04:00.000000000,0 days 00:00:31.000000000,0 days 00:59:26.000000000,second_2
04:31,Cory Booker,"Mr. Vice President, there’s a saying in my community: you’re dipping into the Kool-Aid, and you don’t even know the flavor.",0 days 00:04:31.000000000,0 days 00:00:07.000000000,0 days 00:59:57.000000000,second_2
04:38,Cory Booker,"You need to come to the city of Newark and see the reforms that we put in place. The New Jersey head of the ACLU has said that I embraced reforms, not just in action, but in deed. Sir, you are trying to shift the view from what you created.",0 days 00:04:38.000000000,0 days 00:00:15.000000000,0 days 01:00:04.000000000,second_2
04:53,Cory Booker,"There are people right now in prison for life, for drug offenses because you stood up and used that tough on crime, phony rhetoric that got a lot of people elected but destroy communities like mine. This isn’t about the past, sir. This is about the present right now.",0 days 00:04:53.000000000,0 days 00:00:18.000000000,0 days 01:00:19.000000000,second_2
05:11,Cory Booker,I believe in redemption.,0 days 00:05:11.000000000,0 days 00:00:01.000000000,0 days 01:00:37.000000000,second_2
05:12,Jake Tapper,"Thank you, Senator.",0 days 00:05:12.000000000,0 days 00:00:01.000000000,0 days 01:00:38.000000000,second_2
05:13,Cory Booker,I’m happy you evolved-,0 days 00:05:13.000000000,0 days 00:00:01.000000000,0 days 01:00:39.000000000,second_2
05:14,Jake Tapper,I want to bring in Secretary-,0 days 00:05:14.000000000,0 days 00:00:00.000000000,0 days 01:00:40.000000000,second_2
05:14,Cory Booker,but you offered no redemption to the people in prison right now for life.,0 days 00:05:14.000000000,0 days 00:00:03.000000000,0 days 01:00:40.000000000,second_2
05:17,Jake Tapper,"I want to bring in Secretary Castro. Your response, sir?",0 days 00:05:17.000000000,0 days 00:00:05.000000000,0 days 01:00:43.000000000,second_2
05:22,Julian Castro,"I agree with Senator Booker that a lot of what Vice President helped author in ’94 was a mistake, and he has flip flopped on these things, and that’s clear. But let me say, when we talk about criminal justice reform, there are a lot of things that we can talk about: sentencing reform, cash bail reform, investing in public defenders, diversion programs. I’m proud that I’m the only candidate that has put forward a police reform plan because we have a police system that is broken and we need to fix it and whether it’s the case of someone like Tamir Rice or Michael Brown or Eric Garner, where the Trump Justice Department just decided not to pursue charges. We do ensure we have a national use of force standard and that we end qualified immunity for police officers so that we can hold them accountable for using excessive force.",0 days 00:05:22.000000000,0 days 00:00:46.000000000,0 days 01:00:48.000000000,second_2
06:08,Jake Tapper,"Thank you, Secretary Castro.",0 days 00:06:08.000000000,0 days 00:00:01.000000000,0 days 01:01:34.000000000,second_2
06:09,Jay Inslee,crosstalk 00:06:09] I need to [crosstalk 00:06:12]-,0 days 00:06:09.000000000,0 days 00:00:02.000000000,0 days 01:01:35.000000000,second_2
06:11,Jake Tapper,"I want to bring in Governor Inslee. Governor Inslee, your response?",0 days 00:06:11.000000000,0 days 00:00:03.000000000,0 days 01:01:37.000000000,second_2
06:14,Jay Inslee,"Let me suggest that people come out to the state of Washington and see what criminal justice reform looks like, our effort to reduce racial disparity. I’m proud that I was the first governor to offer pardons to thousands of people with drug crimes. Now we’re vacating more tens of thousands. We’ve eliminated the death penalty. And importantly, we’ve done this. When people come out of the legal system and they’ve done their responsibility to the citizens, we need to make sure they can get a job. We have ban the box so that people can actually get a job when they come out.",0 days 00:06:14.000000000,0 days 00:00:33.000000000,0 days 01:01:40.000000000,second_2
06:47,Jay Inslee,"And I’ve got to argue with my friend, Secretary Castro. We haven’t just put forward a plan. We have adopted probably one of the best police accountability measures and train our police officers in deescalation techniques so we have less violence [crosstalk 00:00:07:02].",0 days 00:06:47.000000000,0 days 00:00:17.000000000,0 days 01:02:13.000000000,second_2
07:04,Jake Tapper,"Secretary Castro, your response to Governor Inslee?",0 days 00:07:04.000000000,0 days 00:00:02.000000000,0 days 01:02:30.000000000,second_2
