text,class_name
"This has nothing to do with Republican talking points or the pharmaceutical industry. This has to do with having faith in the American people that they can make the right decisions for their families, and they can choose a public option. Bernie Sanders who said last night he wrote the damn bill, and he did just like I wrote the damn public option bill, is the guy who says it’ll cost $32 trillion dollars, and then we’re going to have to raise those taxes to pay for it. He says that. Republicans don’t say it. Don’t try to distract from the truth.",REPUBLICANS
Blockbuster new reporting today on –,OTHER
"When you donate money to a presidential campaign, what happens? The politician spends the money on TV ads and consultants, and you hope it works out. It’s time to trust ourselves more than our politicians. That’s why I’m going to do something unprecedented tonight. My campaign will now give a freedom dividend of $1,000 a month for an entire year to 10 American families. Someone watching this at home right now. If you believe that you can solve your own problems better than any politician, go to yang2020.com and tell us how $1,000 a month will help you do just that. This is how we will get our country working for us again, the American people.",ECONOMY
"I think, look, as we go forward here we need to recognize a very practical reality which is that we are four months away. We’ve got the August recess, then we are four months away from the Iowa caucuses. And I just want to make sure whatever we do doesn’t end up with an acquittal by Mitch McConnell in the Senate, which it surely would. And then President Trump would be running saying that he had been acquitted by the United States Congress. I believe we have a moral obligation to beat Donald Trump. He has to be a single-term president and we can’t do anything that plays into his hands. We were talking earlier about climate up here, it’s so important. Donald Trump should be the last climate denier that’s ever in the White House.",REPUBLICANS
"I’d like to have an academic discussion now about education. Mr. Yang we’ll stay with you. Here in Houston the school district is facing yet another year of spending cuts. Like schools across the country the system faces many challenges. One of them, thousands of students are leaving traditional public schools and going to charter schools. You are the most vocal proponent on this stage for charter schools.",EDUCATION
"As the first woman elected to the US Senate from the state of Minnesota and a candidate for president of the United States. That’s because we come from a country of shared dreams and I have had it with the racist attacks. I have had it with a president that says one thing on TV, that has your back and then you get home and you see those charges for prescription drugs and cable and college.",CIVIL_RIGHTS
"Our first responsibility is to keep ourselves safe, and what’s happening right now with Donald Trump as they keep expanding the different ways that we have nuclear weapons, the different ways that they can be used, puts us all at risk.",GUN_CONTROL
"What makes me qualified to say 200 to 500 billion dollars? I’ll tell you what makes me qualified. If you did the math of the 40 acres and a mule, given that there was four to five million slaves at the end of the civil war, four to five, and they were all promised 40 acres and a mule for every family of four. If you did the math today, it would be trillions of dollars. And I believe that anything less than a hundred billion dollars is an insult. And I believe that 200 to 500 billion is politically feasible today, because so many Americans realize there is an injustice that continues to form a toxicity underneath the surface and emotional turbulence that only reparations will heal.",FOREIGN_POLICY
"Masses of people, when we know that when we say-",OTHER
"Yes. And right now, if you want to come into the country, you should at least ring the doorbell. We have asylum laws. I saw the kids up in Grand Rapids, not far from here. It is shameful what’s happening, but Donald Trump is doing it. And even if you decriminalize, which we should not do, you still have statutory authority, the president could still use his authority to separate families. So, we’ve got to get rid of Donald Trump, but you don’t decriminalize people just walking into the United States.",IMMIGRATION
The relationship that we have with Japan. He has in every way compromised our ability to have any influence on slowing down or at least having a check and balance on North Korea’s nuclear program.,FOREIGN_POLICY
"We need to start supporting our kids and families from the beginning because by the time they’re showing up to Pre-K and kindergarten, in many cases, they’re already years behind. Studies have shown that two thirds of our kids’ educational outcomes are determined by what’s happening to them at home. This is stress levels, number of words, read to them as children type of neighborhood, whether a parent has time to spend with them.",EDUCATION
"Welcome back to the CNN the Democratic Presidential Debate. It is time now for closing statements. You will each receive one minute. Mayor de Blasio, let’s begin with you.",OTHER
"I’d like to ask our other candidates this question, I’d like to start with Senator Warren-",FOREIGN_POLICY
"May Buttigieg, thank you very much. Senator Harris, quick response?",OTHER
"We do not spend nearly enough time dealing with… I was stunned when I did a virtual town meeting that told me 30,000 people were on the call, young people between 15 and 25. And found out, “I said, what do you need to make you safer on college campuses and your schools?” You know what they said? “Get men involved, engage the rest of the community.” And that’s why we started this movement on the college campus is to fundamentally change the culture.",EDUCATION
"Thank you. Thank you very much. What I want to say to all of you tonight is we have been here before as a country. We have faced challenges that we’ve actually even forget some of us tonight how hard the people fought, how hard they work, how hard they organized the votes, they had to take the people they had to get to the polls to make this country more democratic, more fair and more free. And now we have a person in the White House who has no appreciation of that history, who doesn’t believe in the rule of law, who doesn’t believe in the independence of the judiciary, who doesn’t believe that climate change is real.",ENVIRONMENT
"And back to the question that you asked earlier, which is what does this mean for the American people? Because what it means when I watch this, is that there are clearly two different set of rules for two different groups of people in America. The powerful people, who with their arrogance think they can get away with this, and then everybody else. Because here’s the thing. For those working people who are working two and three jobs, if they don’t pay that credit card by the end of the month, they get a penalty. For the people who don’t pay their rent, they get evicted. For the people who shoplift, they go to jail. We need the same set of rules for everybody, and part of the reason I’m running for president is to say that we have to bring justice back to America for all people. And not just for some.",ECONOMY
"All right. On the Medicare for All, the hospitals will save substantial sums of money because they’re not going to be spending a fortune doing billing and the other bureaucratic things that they have to do today.",HEALTHCARE
"Keep your pistols, keep your rifles, keep your shotguns, but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes because of the moms, because of the Brady Group, because of Gifford’s, because of March for our Lives. But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I’ve seen the plans of the other candidates here. They would all leave 15 million assault weapons in our communities. They wouldn’t do a single thing to save a single life in Parkland. I’ll approach this issue as a prosector. I’ll approach it as the only person on this stage who has voted and passed background checks, but also, as a parent of a generation who sends our children to school where we look at what they’re wearing so we remember it in case we have to identify them later… a generation who has seen thousands of Black children killed in our streets, and a generation who goes to the theater, and we actually look where the fire exits are.",GUN_CONTROL
"Marc, I want to respond-",OTHER
"Look, this is a distinction without a difference whether you’re paying the same money in the form of taxes or premiums. Look. In this country, if you have health coverage… If you don’t have health coverage, you’re paying too much for care. And if you do have health coverage, you’re paying too much for the care.",HEALTHCARE
There’s now an open investigation –,OTHER
Thank you Mr. Vice President.,OTHER
"Thank you, Vice President. We want to shift topics here. Senator Bennet, the next question is for you. On the issue of partisan gridlock, President Obama promised in 2012 that after his reelection Republicans would want to work with Democrats. The fever would break. That did not happen.",REPUBLICANS
"One of the most aggressive bills in the Senate to deal with corporate consolidation is mine about corporate consolidation in the Ag sector. So I feel very strongly about the need to check the corporate consolidation and let the free market work. I’ll tell you this, I live in a low income black and brown community. I see every single day that this economy is not working for average Americans.",ECONOMY
"Vice President Biden, you were invoked.",OTHER
"That was a long time ago and here’s what it was about. It would have given people making today $100,000 a year a tax break for childcare. I did not want that. I wanted the childcare to go to people making less than $100,000 and that’s what it was about. As a single father, who in fact raised three children for five years by myself, I have some idea what it costs. I support making sure that every single, solitary person needing child care get an $8,000 tax credit. Now, that would put 700,000 women back to work, increase the GDP by almost eight-tenths of 1%. It’s the right thing to do. If we can give tax breaks to corporations for these things, why can’t we do it this way?",ECONOMY
I disagree with his diagnosis of the problem.,OTHER
"Thank you very much. Senator Klobuchar, what do you say to those Trump voters who prioritize the economy over the president’s bigotry?",ECONOMY
"Well, first of all let me say thank you to you, Jake, Dana, and to Don, and to everybody here, and to those watching. This election is all about what kind of nation we’re going to become. You and I, we stand on the shoulders of folks who have made beds and made sacrifices. People that fought in wars, and fought discrimination, folks that pick crops, and stood in picket lines. And they helped build the wonderful nation that we live in today.",FOREIGN_POLICY
"Joe said that Medicare for all would cost over $30 trillion. That’s right, Joe. Status quo over 10 years will be $50 trillion. Every study done shows that Medicare for all is the most cost effective approach to providing healthcare to every man, woman, and child in this country. I, who wrote the damn bill, if I may say so, intend to eliminate all out of pocket expenses. All deductibles. All copayments. Nobody in America will pay more than $200 a year for prescription drugs, because we’re going to stand up to the greed, and corruption, and price fixing of the pharmaceutical industry. We need a health care system that guarantees health care to all people as every other major country does, not a system which provides $100 billion a year in profit for the drug companies and the insurance companies. To tell you how absurd the system is, tonight on ABC, the healthcare industry will be advertising, telling you how bad Medicare for all is, because they want to protect their profits. That is absurd.",HEALTHCARE
"What about the War Powers Act being a part of that equation with deep respect to the congressman? Look, we’ve learned painful lessons as Americans that we’ve gone to war without congressional authorization. Look, this is very personal for me. I know the cost of war. My Dad served in the Pacific in World War II, in the US Army, Battle of Okinawa, had half his leg blown off, and he came home with scars, both physical and emotional and he did not recover. He spiraled downward and he ultimately took his own life.",FOREIGN_POLICY
"Senator Sanders, thank you.",OTHER
… we’ve done in my lifetime.,OTHER
"First night. So, he tried to have his introduction as, “I’m from the Trump state. I agree with you on principle, Bernie and Senator Warren, but not on how you want to do it.” The Democratic voters are going to decide who gets to live to fight on, but wow, this is a feisty policy-based ideological fight. It’s going to go for a long time.",FOREIGN_POLICY
We will withdraw. We have to.,OTHER
"Senator Sanders, I want to-",OTHER
"Step one is appoint a Secretary of Education who actually believes in public education. I believe in public education. In order to strengthen it some things are very complex, for preparing for a future where knowledge is at your fingertips but we got to teach more to do with critical thinking, and social and emotional learning. Some of it is extremely simple, we’ve just got to pay teachers more. We’ve got to lift up the teaching profession.",EDUCATION
"Thank you. I also want to recognize the work that Bernie has done on this, and of course we owe a debt of gratitude to President Barrack Obama. Of course, I also worked for President Obama, Vice President Biden, and I know that the problem with your plan is that it leaves 10 million people uncovered. Now, on the last debate stage in Detroit you said that wasn’t true when Senator Harris brought that up. There was a fact check of that and they said that was true. I grew up with a grandmother who had Type Two diabetes and I watched her condition get worse and worse, but that whole time she had Medicare. I want every single American family to have a strong Medicare plan available.",HEALTHCARE
"I do, and if you read the rest of that article in the Washington Post, I talked about harmonizing our entry exit system with Mexico in the same way that we do with Canada. I think that could help us to keep a handle on visa overstays but I think the larger question that we’re trying to get at is how do we rewrite this country’s immigration laws in our own image? In the image of Houston, Texas, the most diverse city in the United States of America. In the image of El Paso, Texas, one of the safest cities in the United States of America. Safe not despite the fact that we are a city of immigrants, safe because we are a city of immigrants..",IMMIGRATION
"Thank you, Senator.",OTHER
This is exactly what I said.,OTHER
"30 seconds, go.",OTHER
Congressman O’Rourke is political revolution what the American people want? Your response?,OTHER
That’s not what I said. That’s not what I said.,OTHER
"We need moral leadership in the white house. We need a president who will do everything humanly possible to end all forms of discrimination against the transgender community, against the African American community, against the Latino community, and against all minorities in this country. But above and beyond providing the moral leadership of trying to bring our people together. What we also need for the transgender community is to make sure that health care is available to every person in this country, regardless of their sexual orientation or their needs. And that is why I strongly support and have helped lead the effort for a Medicare for all single payer program, which will provide comprehensive healthcare to all people, including certainly the transgender community.",HEALTHCARE
"Thank you, Mr. Yang. The last one on the climate to you, Mr. Steyer.",ENVIRONMENT
"I refuse to accept the notion as some on the stage do that we can never, never get to a place where we have cooperation again. If that’s the case, where dead as a country, we need to be able to reach consensus. And if anyone has reason to be angry with the Republicans and not want to cooperate, it’s me the way they’ve attacked me and my son and my family. I have no love. But the fact is, we have to be able to get things done. And when we can’t convince them, we go out and beat them like we did in the 2018 election in red states and in purple states.",REPUBLICANS
Thank you very much Ms. Williamson.,OTHER
This is our chance.,OTHER
"Part of helping people get the treatment that they need is to let them know that they’re not going to be referred to a prison cell, they will be referred to treatment and counseling. I talked to an EMT in New Hampshire and he said he saves the same addicts over and over again, because the fact is after you save someone who’s ODing, you just bring them back to their house and they OD again the following week. So we need to decriminalize opiates for personal use. We have to let the country know this is not a personal failing, this was a systemic government failing, and then we need to open up safe consumption and safe injection sites around the country because they save lives.",HEALTHCARE
"Thank you, Congressman Ryan.",OTHER
"Congressman O’Rourke, 45 seconds.",OTHER
"Thanks, Tim. Vice President Biden.",OTHER
"Governor Hickenlooper, your response, please?",OTHER
"He said he was going to stand up for working families, well President Trump, you’re not standing up for working families when you try to throw 32 million people off their healthcare that they have, and that 83% of your tax benefits go to the top 1%. That’s how we beat Trump. We expose him for the fraud that he is.",HEALTHCARE
"Senator Harris, how would your trade policy different from president Obama’s?",OTHER
"Last year, Democrats flipped 40 Republican seats in the house and not one of those 40 Democrats supported the policies of our front runners at center stage. Now I share their progressive values, but I’m a little more pragmatic. I was out of work for two whole years until I started what became the largest brew club in America.",REPUBLICANS
"I am so grateful to be here and I am grateful to an America that gave the daughter of a janitor a chance to become a public school teacher, a chance to become a college professor, a chance to become a United States Senator,-",EDUCATION
"Last year in our country, 80% of the money for startup businesses went to 50 counties, in this country. There’s over 3000 counties in this country. That’s what they care about. They care about what’s going on in the public schools, they care about what’s going on with jobs in their communities, with their pay, with their health care, with infrastructure, these are the issues, these kinds of kitchen table pocketbook issues, are actually what most Americans care about.",ECONOMY
"GDP and corporate profits are at record highs in America today. Also at record highs, depression, financial insecurity, student loan debt, even suicides and drug overdoses. It has gotten so bad that our life expectancy as a country has declined for the last three years, because suicides and drug overdoses have overtaken vehicle deaths for the first time in American history. The fact is, this unemployment rate and GDP have very little relationship with people’s lived experience on the ground. If you’re a recent college graduate, you have a 40 percent chance of doing a job that doesn’t require a college degree. That doesn’t show up in the headline unemployment rate, nor does all of the families that are working two or three jobs to get by.",ECONOMY
"I think we have to compete for talent and I am the opposite of Donald Trump in many ways. He says, “Build a wall.” I’m going to say to immigrants, “Come to America, because if you come here, your son or daughter can run for president. The water’s great and this is where you want to build a company, build a family, and build a life.” This country has been a magnet for human capital for generations. If we lose that, we lose something integral to our continued success and that is where I would lead as president.",IMMIGRATION
… November of 2020.,OTHER
I’d like to have a chance on this.,OTHER
"Mayor Buttigieg, ask forgiveness or give a gift?",OTHER
We can do that without Medicare for all. We can do that by adding a public option. We can.,HEALTHCARE
"Senator, your response?",OTHER
"Thank you, Mr. Vice President, thank you. Let’s move now to immigration, please.",IMMIGRATION
"Well, let me first say that I really do believe that we can walk and chew gum at the same time. All of us have a vision for the future of the country that we’re articulating to the American people. We’re going to continue to do that. We have an election coming up. At the same time, senator, I think that too many folks in the senate and in the congress had been spooked by 1998. I believe that the times are different. And, in fact, I think that folks are making a mistake by not pursuing impeachment. The Mueller Report clearly details that he deserves it. And what’s going to happen in the Fall of next year, of 2020, if they don’t impeach him it’s easy to say, “You see? You see? The Democrats didn’t go after me on impeachment. And you know why? Because I didn’t do anything wrong. These folks that always investigate me, they’re always trying to go after me. When it came down to it, they didn’t go after me there because I didn’t do anything wrong.” Conversely, if Mitch McConnell is the one that lets him off the hook, we’re going to be able to say-",REPUBLICANS
"Vice president Biden, do you support reparations?",OTHER
"Congresswoman Gabbard, your response?",OTHER
"You’re wrong. Right now we have a dysfunctional healthcare system, 87 million uninsured or under-insured, 500,000 Americans every year going bankrupt because of medical bills. 30,000 people dying while the healthcare industry makes tens of billions of dollars in profit.",HEALTHCARE
The most trusted the news anchor in America.,OTHER
"Vice President Biden, I believe you said that your healthcare plan would not cover undocumented immigrants. Could you explain your position?",HEALTHCARE
"Senator Harris, thank you. Mayor Buttigieg, your response to that.",OTHER
Senator Harris thank you.,OTHER
"Jose, I’ve got $100,000 in student loan debt myself.",OTHER
"And then for that school teacher who in many places like Texas is working a second or a third job, full forgiveness for outstanding student loan debt, forgiveness for that person willing to work at the VA and serve our former service members. And we do not do that at the expense of unions. We elevate them as well and make it easier to join an apprenticeship to learn a skill or a trade that you can command for the rest of your life.",EDUCATION
"But here’s the big one, the data clearly shows that 65 to 70 percent of our students’ outcomes are determined outside of the school. We’re talking about time spent at home with the parents, words read to them when they’re young, stress levels in the house, income, type of neighborhood. We’re putting money into schools, and educators know this. We’re saying, “You’re 100% responsible for educating our kids but you can only control 30%.” They all know this. The answer is to put money directly into the families and neighborhoods to give our kids a chance to learn, and our teachers a chance to teach.",EDUCATION
"That’s the way we’re actually going to make a change on this, Don, is by changing that system and most of the things that people are talking about on this stage. We’re not going to address until we kick dark money and the posters of united corporate spending out of these elections.",ECONOMY
"Thank you, Mr. Secretary.",OTHER
"Hey guys, you know what? America does not want to witness a food fight, they want to know how we’re going to put food on their table. On that point, part of the issue that is at play in America today, and we’ve all been traveling around the country, I certainly have. I’m meeting people who are working two and three jobs. You know, this President walks around talking about and flouting his great economy, right? My great economy, my great economy. You ask him, “Well, how are you measuring this greatness of this economy of yours?” And he talks about the stock market.",ECONOMY
"So climate crisis is the existential crisis for our world. It puts every living thing on this planet at risk. I have a plan for a green industrial policy that takes advantage of the fact that we do what we do best, and that is innovate and create. So I’ve proposed putting $2 trillion in so we do the research. We then say anyone in the world can use it so long as you build it right here in America. That will produce about 1.2 million manufacturing jobs right here in Michigan, right here in Ohio, right here in the industrial Midwest.",ECONOMY
I believe in redemption.,OTHER
Was that directed to me?,OTHER
"Thank you Senator. Senator Booker, a quick response.",OTHER
The first thing I would do as president the United States of America is to make sure that we brought all combat troops home and into a negotiation with the Taliban. But I would leave behind special forces in small numbers to be able to deal with the potential threat unless we got a real good negotiation accomplished to deal with terrorism. That’s been my position from the beginning. That’s why I think secretary Gates and some members of the Pentagon weren’t happy with me.,FOREIGN_POLICY
"Well, first of all, let me just say that the person that’s enjoying this debate most right now is Donald Trump, as we pit Democrats against each other while he is working right now to take away Americans’ healthcare. There’s a court case working through the system that’s going to gut the Affordable Care Act and actually gut protections on pre-existing conditions. And so I was raised by two Civil Rights parents who told me to always keep your eyes on the prize and that is that the United States of America, every Democrat should stand with the belief that everyone should have access to healthcare. That it’s a human right. And how we get there, it has to be to end this broken system, because we are on our way in just a handful of years, of literally spending 20% of our economy, one out of every $5 spent on healthcare.",HEALTHCARE
"No. Healthcare is so personal to all of us. Never forget when my 12-year old son had a heart attack within 24 hours of his life, had to be life-flighted to Salt Lake City, but because we had good insurance, he’s here with me tonight. At the end of the day, I’m not going to support any plan that rips away quality healthcare from individuals. This is an example of wishlist economics. It used to be just Republicans wanted to repeal and replace. Now, many Democrats do as well. We can get there with a public option, negotiating drug prices, ending-",HEALTHCARE
"I have the most comprehensive approach that experts agree is the most transformative plan to actually take on political corruption, to get money out of politics, through publicly- funded elections, to have clean elections.",GOVERNMENT_REFORM
"…Largely because of the contributions mainly of Latino immigrants. And I’ve seen those same neighborhoods shut down. Families huddling in church, panicking just because of the rumor of an ice raid that does not make our country safe.",IMMIGRATION
"The president can do that. I love saying this all by herself and I will do it. That’s going to save families hundreds of millions of dollars and then in the first hundred days, because I found a way to pay for full healthcare coverage for everyone, without raising taxes on middle class families. I’m going to make available to people for a full healthcare coverage for 135 million people. It’ll be at no cost at all and they can opt into that system. For others. It will be at a low cost. We have got to start moving and move fast and do that. We can do that on 50 votes.",HEALTHCARE
"I think I may have been the first person up here to make it clear that Saudi Arabia not only murdered Khashoggi, but this is a brutal dictatorship which gets every taken can to crush democracy, treats women as third class citizens. And when we rethink our American foreign policy, what we have got to know is that Saudi Arabia is not a reliable ally. We have got to bring Iran and Saudi Arabia together in a room under American leadership and say, “We are sick and tired of us spending huge amounts of money and human resources because of your conflicts.”",FOREIGN_POLICY
"Two threats. Economic throughout China, but our major threat right now is what’s going on in the Middle East with Iran if we don’t get –",FOREIGN_POLICY
"… for antitrust for over a century. Yet for decades now we’ve all called on how the big drug companies are calling the shots in Washington, Big Ag, how the gun industry, big tech. We really need to address the elephant in the room and that is how campaigns are financed.",GUN_CONTROL
"Thank you, Mr. Yang. Congresswoman Gabbard, your response?",OTHER
"Governor Hickenlooper, thank you.",OTHER
"Thank you, Vice President Biden. Judy.",OTHER
"That has to be the path forward to help build an international consensus, not just against Russia, but also to build a coalition that will help us put pressure on China in terms of their treatment of their ethnic minorities and what’s going on in Hong Kong. I want to propose a new world data organization, like a WTO for data because right now unfortunately we’re living in a world where data is the new oil and we don’t have our arms around it. These are the ways that we’ll actually get Russia to the table and make it so they have to join the international community and stop resisting appeals to the world order.",FOREIGN_POLICY
Thank you very much.,OTHER
That’s time. Thank you.,OTHER
-and investing in things like universal childcare and affordable housing.,OTHER
"Thank you, Governor Bullock. I want to bring in Mayor Buttigieg on the topic of whether or not the middle-class should pay higher taxes in exchange for guaranteed healthcare and the elimination of insurance premiums. How do you respond, Mayor?",HEALTHCARE
"That era must be characterized not by exclusion, but by belonging, and so must our campaign. I am inviting progressives who have agreed on these issues we’ve been talking about tonight all along, moderates who are ready to be part of this coalition, and a lot of future former Republicans, who I know are watching this, disgusted by what is happening in their own party and in this country. I want you to know that everybody is welcome in this movement that we’re building and everybody is welcome in this future that we must create. I hope you go to PeteforAmerica.com, join this effort and help us create a better era for the American people, beginning in November, 2020.",REPUBLICANS
Could you repeat the question?,OTHER
"Thank you, Senator. Yamiche.",OTHER
"Senator Warren, like Senator Sanders and Vice President Biden, if you win the presidency, you would be the oldest president ever inaugurated on a first term. You’ll be 71. 40% of Democratic primary voters say they think a candidate under the age of 70 is more likely to defeat President Trump. What do you say to them?",FOREIGN_POLICY
"Thank you, Senator.",OTHER
"Thank you, Senator.",OTHER
"Senator Booker, I want to kind of come back on a discussion we were having about health and the opioid crisis. You represent a state where 14 of the 20 largest pharmaceutical companies are based. Should the pharmaceutical companies that manufacture these drugs be held criminally liable for what they do?",HEALTHCARE
The Democratic party should be on the side of reparations for slavery for this very reason. I do not believe that the average American is a racist but the average American is woefully undereducated about the history of race in the United States.,CIVIL_RIGHTS
"Well, unfortunately Representative Gabbard got it wrong. Kathleen Sibelius did not write my plan, she endorsed it as being one of the plans that is the best to get us to a place where everyone’s going to have access to healthcare in America. And when we talk about this again, I’m going to go back to Vice President Biden, because your plan does not cover everyone in America, by your staff’s and your own definition. 10 million people, as many as 10 million people will not have access to healthcare. And in 2019 in America, for a Democrat to be running for President with a plan that does not cover everyone, I think is without excuse.",HEALTHCARE
It is not one idea that rules here.,OTHER
"Well, let me just say this. One of the big differences between the Vice President and myself is he supported the terrible war in Iraq and I helped lead the opposition against it. And not only that, I voted against the very first Gulf War as well. And I think we need a foreign policy which understands who our enemies are, that we don’t have to spend more money on the military than the next 10 nations combined. But to answer your question, yeah. I think it is time after spending many trillions of dollars on these endless wars which have resulted in more dislocation and mass migrations and pain in that region, it is time to bring our troops home.",FOREIGN_POLICY
"At the same rate that you tax ordinary income, take that corporate tax rate up to 28%, you would generate the revenues you need to pay for the programs we’re talking about.",ECONOMY
"Thank. You know where I come from in Hawaii. Many of you know, we greet each other with Aloha. It’s not a word that means hello and goodbye. It actually means something much more powerful than that. It means I come to you with respect and a recognition that we are all connected. We are all brothers and sisters, we are all God’s children. So I’ve developed friendships that some people may be surprised about within the Washington circles, especially with Republicans like Trey Gowdy, for example. He and I disagree a lot and very strongly on a lot of political issues. We’ve developed a friendship that’s based on respect and he’s been there for me during some personally challenging times. The challenge before us today is that our country is very divided. Donald Trump must be defeated. But we must do more than just defeat Donald Trump. We need to deliver a win for the American people.",REPUBLICANS
"We can do two things at once, that’s our job. We have a constitutional duty to pursue this impeachment, but we also can stand up for America because this President has not been putting America in front of his own personal interests. He has not been standing up for the workers of Ohio. He’s not been standing up for the farmers in Iowa. And I take this even a step further. You know when he made that call to the head of Ukraine, he’s digging up dirt on an opponent, that’s illegal conduct. That’s what he was doing. He didn’t talk to them about the Russian invasion, he talked to him about that. So I’m still waiting to find out from him how making that call to the head of Ukraine and trying to get him involved in interfering in our election makes America great again. I’d like to hear from him about how leaving the Kurds for slaughter, our allies for slaughter, where Russia then steps in to protect them, how that makes America great again.",FOREIGN_POLICY
"But now he’s talking about a different issue. What I’m talking about is really simple. We should deal with the tragedy of the uninsured and give everyone healthcare as a right, but why do we got to be the party of taking something away from?",HEALTHCARE
"Well, I think the people of this country are catching on to the degree that this president thinks he is above the law. And what the American people are saying, “Nobody is above the law” and I think what the American people are also saying is in fact, that if this president did break the law, he should be prosecuted like any other individual who breaks the law. But at the end of the day, what we need to do is to bring our people together, not just in opposition to Trump. The initial question I think that you wrote, that somebody raised him was that we are a divided nation. You know what? I kind of reject that. I think when you talk about the pain of working families in this country, majority of the American people want to raise the minimum wage to a living wage. When you talk about the climate crisis, the overwhelming majority of the American people know that it is real. They know we have to take on the fossil fuel industry.",ECONOMY
"I’d let you go a little there, but-",OTHER
"Thank you, I wrote the damn bill.",OTHER
"That’ll be for the voters to decide that question. Let me tell you what I think. I think we should have a debate on health care. I know that the senator says she’s for Bernie. Well, I’m for Barack. I think the Obamacare worked. I think the way in which we add to it, replace everything that’s been cut, add a public option. Guarantee that everyone will be able to have affordable insurance, number one.",HEALTHCARE
"I am for the spirit of a federal jobs guarantee, but you have to look at how it would actually materialize in practice. What are the jobs? Who manages you? What if you don’t like your job? What if you’re not good at your job? The fact is, most Americans do not want to work for the federal government and saying that that is the vision of the economy of the 21st century, to me, is not a vision that most Americans would embrace.",ECONOMY
"I’ve signed a pledge to end the forever wars. We’ve been in a state of continuous armed conflict for 18 years, which is not what the American people want. We have to start owning what we can and can’t do. We’re not very good at rebuilding countries. And if you want proof, all you have to do is look within our own country at Puerto Rico. We’ve spent trillions of dollars to unclear benefits, lost thousands of lives. And thank you, Pete, for your service.",FOREIGN_POLICY
"Immigrants, they do not diminish America, they are America, and I am happy to look at his proposal, but I do think you want to make sure that you have provisions in place that allow you to go after traffickers and allow you to go after people who are violating the law. What I really think we need to step back and talk about is the economic imperative here. And that is that, 70 of our Fortune 500 companies are headed by people that came from other countries. 25% of our US Nobel laureates were born in other countries.",IMMIGRATION
"Well, it’s a mistake on the part of Republicans who enabled a president whose actions are as offensive to their own supposed values as they are to the values that we all share. Look, the President has left the Congress with no choice and this is not just about holding the President accountable for not just the things emerging in these investigations, but actions that he has confessed to on television. It’s also about the presidency itself because a president, 10 years or 100 years from now, will look back at this moment and draw the conclusion, either that no one is above the law or that a president can get away with anything. But everyone on this stage by definition is competing to be a president for after the Trump presidency. Remember, one way or the other, this presidency is going to come to an end. I want you to picture what it’s going to be like, what it’s actually going to feel like in this country the first day the sun comes up after Donald Trump has been president.",REPUBLICANS
the courage to vote on whether they ought to.,OTHER
"Number two, picking up on the point that Joe made. We got to look at the root causes. And you have a situation where Honduras, among other things, is a failing state, massive corruption. You’ve got gangs who are telling families, that if a ten year old does not join that gang, that family is going to be killed.",GOVERNMENT_REFORM
"Thank you. Thank you. Congressman O’Rourke, do you think a wealth tax is the best way to address income inequality? Your response.",ECONOMY
"My plan, which gets us to net zero by 2050, which we absolutely have to do for our kids and our grandkids, will get us there. I put a price on carbon, take all the money, give it back to the American people in a dividend. That was introduced by me on a bipartisan basis. It’s the only significant bipartisan climate bill in the Congress. I’m going to increase the Department of Energy research budget by five-fold because we fundamentally have to innovate our way out of this problem. I’m going to create a market for something called direct air capture, which are machines that actually take carbon out of the atmosphere because I don’t think we’ll get to net zero by 2050 unless we have those things. I’m going to increase investment in renewables, and I’m going to create something called the Climate Corp. That is a plan that’s realistic. It’s a bet on the US private innovation economy and creates the incentives to get us to-",ENVIRONMENT
"All right Mayor, thank you.",OTHER
"To the working people of America, tonight I bring you a message of hope. We can make change in this country. I know from personal experience it can be done. When I became the mayor of the nation’s largest city, I set us on a path of bold change. They said it couldn’t be done, but we gave pre-K to every child for free. We got rid of Stop and Frisk and we lowered crime. We raise the minimum wage to $15.00 an hour, yes, it can be done. Now tonight we have to get to the heart and soul of who we are as Democrats. There are good people on this stage, but there are real differences. Joe Biden told wealthy donors that nothing fundamentally would change if he were president.",ECONOMY
China’s spending $100.,OTHER
"Thank you, Mayor.",OTHER
"You may respond, Mr Steyer.",OTHER
"We need a healthcare system that automatically enrolls people regardless of whether they choose to opt in or not. If you lose your job for instance, his healthcare plan would not automatically enroll you, you would have to opt in. My healthcare plan would. That’s a big difference. I’m fulfilling the legacy of Barack Obama and you’re not.",HEALTHCARE
that have been disproportionately targeted by marijuana enforcement.,OTHER
"Thank you. Mayor Buttigieg, just yesterday you referred to mandatory buybacks as confiscation, and said that Congressman O’Rourke has been picking a fight to try to stay relevant. Your response on guns?",GUN_CONTROL
"Taliban didn’t attack us on 9/11, Al-Qaeda did. Al-Qaeda attacked us on 9/11, that’s why I and so many other people joined the military to go after Al-Qaeda, not Taliban.",FOREIGN_POLICY
"Thank you, Mr. Mayor.",OTHER
"What the congressman is describing as extreme is having deals that are negotiated by American workers for American workers. American workers want those jobs, and we can build the trade deals that do it. People want access to our markets all around the world. Then the answer is let’s make them raise their standards, make them pay their workers more, let their workers unionize, raise their environmental standards before they come to us and say they want to be able to sell their products.",ECONOMY
